0,6.123233995736766e-17
1,3.469446951953614e-17
2,1.3877787807814457e-17
3,-6.938893903907228e-18
4,-2.7755575615628914e-17
5,-6.938893903907228e-17
6,-8.326672684688674e-17
7,1.1102230246251565e-16
8,8.326672684688674e-17
9,5.551115123125783e-17
10,2.7755575615628914e-17
11,0.0
12,0.0
13,-2.7755575615628914e-17
14,-5.551115123125783e-17
15,-1.1102230246251565e-16
16,1.1102230246251565e-16
17,1.1102230246251565e-16
18,5.551115123125783e-17
19,5.551115123125783e-17
20,0.0
21,0.0
22,-5.551115123125783e-17
23,-5.551115123125783e-17
24,-5.551115123125783e-17
25,1.1102230246251565e-16
26,-1.1102230246251565e-16
27,0.0
28,-1.1102230246251565e-16
29,5.551115123125783e-17
30,1.6653345369377348e-16
31,-1.1102230246251565e-16
32,1.1102230246251565e-16
33,0.0
34,2.220446049250313e-16
35,-1.1102230246251565e-16
36,1.1102230246251565e-16
37,-1.1102230246251565e-16
38,0.0
39,1.1102230246251565e-16
40,-1.1102230246251565e-16
41,1.1102230246251565e-16
42,0.0
43,1.1102230246251565e-16
44,-1.1102230246251565e-16
45,1.1102230246251565e-16
46,-1.1102230246251565e-16
47,0.0
48,1.1102230246251565e-16
49,0.0
50,1.1102230246251565e-16
51,0.0
52,1.1102230246251565e-16
53,-1.1102230246251565e-16
54,1.1102230246251565e-16
55,-1.1102230246251565e-16
56,1.1102230246251565e-16
57,1.1102230246251565e-16
58,1.1102230246251565e-16
59,1.1102230246251565e-16
60,-1.1102230246251565e-16
61,0.0
62,-1.1102230246251565e-16
63,0.0
64,0.0
65,0.0
66,1.1102230246251565e-16
67,0.0
68,1.1102230246251565e-16
69,0.0
70,0.0
71,-1.1102230246251565e-16
72,0.0
73,-1.1102230246251565e-16
74,0.0
75,1.1102230246251565e-16
76,0.0
77,1.1102230246251565e-16
78,-1.1102230246251565e-16
79,0.0
80,0.0
81,1.1102230246251565e-16
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,1.1102230246251565e-16
99,0.0
100,0.0
101,0.0
102,1.1102230246251565e-16
103,0.0
104,0.0
105,0.0
106,0.0
107,1.1102230246251565e-16
108,0.0
109,1.1102230246251565e-16
110,0.0
111,0.0
112,0.0
113,-1.1102230246251565e-16
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,1.1102230246251565e-16
121,0.0
122,0.0
123,0.0
124,0.0
125,-1.1102230246251565e-16
126,0.0
127,-1.1102230246251565e-16
128,0.0
129,2.220446049250313e-16
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,-1.1102230246251565e-16
136,-1.1102230246251565e-16
137,-1.1102230246251565e-16
138,2.220446049250313e-16
139,0.0
140,0.0
141,-4.440892098500626e-16
142,3.3306690738754696e-16
